id,seniority,domain,years_experience,strong_skills,medium_skills,weak_skills,education,projects_count
res_167,Entry,Full-Stack,3,"['Angular', 'React', 'Node.js', 'Express']",[],"['Project Management', 'Problem Solving']",Bachelor,2
res_168,Mid,DevOps,5,"['Docker', 'Terraform', 'GitHub Actions', 'GCP']","['Jenkins', 'Azure', 'Kubernetes']","['Communication', 'Problem Solving']",Master,6
res_169,Principal,DevOps,11,"['AWS', 'Azure', 'Docker', 'GCP']","['Jenkins', 'Kubernetes', 'GitHub Actions']","['Project Management', 'Leadership']",Bachelor,8
res_170,Senior,Frontend,10,"['Vue.js', 'Python', 'Svelte', 'Angular']","['React', 'Next.js', 'JavaScript']","['Problem Solving', 'Leadership']",Bootcamp,6
res_171,Senior,Frontend,9,"['Tailwind CSS', 'CSS3', 'Python', 'JavaScript']","['React', 'HTML5', 'Vue.js']","['Project Management', 'Mentoring']",Master,8
res_172,Entry,Data,1,"['Scikit-learn', 'Pandas', 'PyTorch', 'NumPy']","['Kafka', 'Spark', 'TensorFlow']","['Problem Solving', 'Project Management']",Bootcamp,7
res_173,Mid,Full-Stack,6,"['Express', 'Angular', 'React', 'Node.js']",[],"['Project Management', 'Problem Solving']",Bachelor,8
res_174,Principal,Backend,11,"['Express', 'Python', 'TypeScript', 'Node.js']","['JavaScript', 'Flask', 'ASP.NET']","['Project Management', 'Problem Solving']",Bachelor,5
res_175,Mid,Data,6,"['Spark', 'Kafka', 'PyTorch', 'Scikit-learn']","['TensorFlow', 'NumPy', 'Pandas']","['Communication', 'Leadership']",Bachelor,2
res_176,Entry,Frontend,1,"['HTML5', 'JavaScript', 'Angular', 'React']","['Python', 'Tailwind CSS', 'CSS3']","['Problem Solving', 'Project Management']",Bachelor,3
res_177,Senior,Data,9,"['Scikit-learn', 'Kafka', 'TensorFlow', 'NumPy']","['PyTorch', 'Spark', 'Pandas']","['Communication', 'Project Management']",Bootcamp,2
res_178,Principal,Backend,11,"['Flask', 'TypeScript', 'Rails', 'JavaScript']","['Express', 'Django', 'ASP.NET']","['Leadership', 'Problem Solving']",Master,2
res_179,Principal,Frontend,12,"['Python', 'JavaScript', 'Tailwind CSS', 'Angular']","['Svelte', 'CSS3', 'HTML5']","['Problem Solving', 'Leadership']",Bootcamp,8
res_180,Mid,DevOps,4,"['AWS', 'Azure', 'Kubernetes', 'GitHub Actions']","['Terraform', 'Jenkins', 'Docker']","['Problem Solving', 'Leadership']",Master,5
res_181,Principal,DevOps,13,"['GCP', 'AWS', 'Jenkins', 'Docker']","['Terraform', 'GitHub Actions', 'Azure']","['Problem Solving', 'Mentoring']",Master,6
res_182,Senior,Backend,10,"['Flask', 'FastAPI', 'Django', 'Express']","['TypeScript', 'Python', 'Spring Boot']","['Mentoring', 'Communication']",Master,5
res_183,Entry,Frontend,2,"['HTML5', 'Next.js', 'Vue.js', 'Tailwind CSS']","['React', 'Angular', 'CSS3']","['Leadership', 'Communication']",Master,3
res_184,Mid,Full-Stack,4,"['Angular', 'Node.js', 'React', 'Express']",[],"['Leadership', 'Communication']",Bootcamp,6
res_185,Senior,Backend,9,"['JavaScript', 'Django', 'Express', 'TypeScript']","['Flask', 'FastAPI', 'Node.js']","['Communication', 'Leadership']",Master,2
res_186,Principal,DevOps,14,"['GitHub Actions', 'GCP', 'Azure', 'Jenkins']","['Kubernetes', 'Docker', 'Terraform']","['Communication', 'Project Management']",Master,8
res_187,Principal,Full-Stack,11,"['Express', 'React', 'Angular', 'Node.js']",[],"['Project Management', 'Problem Solving']",Bachelor,7
res_188,Mid,Data,5,"['Pandas', 'Scikit-learn', 'Kafka', 'PyTorch']","['TensorFlow', 'NumPy', 'Spark']","['Leadership', 'Problem Solving']",Master,2
res_189,Principal,Backend,14,"['ASP.NET', 'Python', 'Spring Boot', 'JavaScript']","['Rails', 'Node.js', 'Django']","['Leadership', 'Problem Solving']",Bachelor,6
res_190,Entry,Data,3,"['TensorFlow', 'NumPy', 'PyTorch', 'Scikit-learn']","['Kafka', 'Pandas', 'Spark']","['Project Management', 'Mentoring']",Bootcamp,3
res_191,Entry,Full-Stack,2,"['Node.js', 'Express', 'React', 'Angular']",[],"['Leadership', 'Communication']",Master,2
res_192,Senior,Data,7,"['Pandas', 'NumPy', 'Scikit-learn', 'Kafka']","['PyTorch', 'TensorFlow', 'Spark']","['Problem Solving', 'Project Management']",Bootcamp,7
res_193,Mid,Backend,5,"['FastAPI', 'Python', 'TypeScript', 'Node.js']","['Rails', 'ASP.NET', 'Spring Boot']","['Communication', 'Leadership']",Bachelor,5
res_194,Entry,Frontend,3,"['Vue.js', 'Tailwind CSS', 'HTML5', 'Python']","['Angular', 'Svelte', 'JavaScript']","['Project Management', 'Leadership']",Master,6
res_195,Entry,DevOps,0,"['AWS', 'Terraform', 'GCP', 'Docker']","['GitHub Actions', 'Jenkins', 'Kubernetes']","['Leadership', 'Communication']",Bachelor,3
res_196,Senior,DevOps,9,"['Docker', 'GitHub Actions', 'Terraform', 'Jenkins']","['Azure', 'Kubernetes', 'AWS']","['Project Management', 'Leadership']",Master,4
res_197,Mid,Data,4,"['TensorFlow', 'Pandas', 'NumPy', 'Kafka']","['PyTorch', 'Spark', 'Scikit-learn']","['Leadership', 'Project Management']",Bachelor,2
res_198,Entry,Backend,0,"['Node.js', 'FastAPI', 'Express', 'Django']","['JavaScript', 'Rails', 'Python']","['Project Management', 'Mentoring']",Bachelor,5
res_199,Entry,Backend,3,"['Python', 'Spring Boot', 'TypeScript', 'Rails']","['ASP.NET', 'JavaScript', 'Node.js']","['Problem Solving', 'Mentoring']",Bachelor,3
res_200,Mid,Backend,4,"['FastAPI', 'Express', 'Node.js', 'TypeScript']","['JavaScript', 'Rails', 'ASP.NET']","['Project Management', 'Communication']",Bachelor,5
res_201,Entry,Data,1,"['Spark', 'Scikit-learn', 'TensorFlow', 'Kafka']","['Pandas', 'PyTorch', 'NumPy']","['Communication', 'Problem Solving']",Bootcamp,3
res_202,Mid,Data,4,"['Kafka', 'Spark', 'PyTorch', 'Scikit-learn']","['TensorFlow', 'Pandas', 'NumPy']","['Project Management', 'Leadership']",Bootcamp,2
res_203,Mid,Frontend,5,"['Svelte', 'Angular', 'Next.js', 'HTML5']","['CSS3', 'Tailwind CSS', 'React']","['Mentoring', 'Problem Solving']",Bootcamp,6
res_204,Entry,Data,1,"['Pandas', 'NumPy', 'Kafka', 'Scikit-learn']","['Spark', 'TensorFlow', 'PyTorch']","['Problem Solving', 'Leadership']",Master,7
res_205,Principal,Frontend,13,"['CSS3', 'Vue.js', 'HTML5', 'React']","['Svelte', 'Angular', 'JavaScript']","['Communication', 'Leadership']",Master,4
res_206,Mid,Data,6,"['Kafka', 'Spark', 'Pandas', 'TensorFlow']","['NumPy', 'Scikit-learn', 'PyTorch']","['Mentoring', 'Project Management']",Master,6
res_207,Senior,Data,9,"['Kafka', 'TensorFlow', 'Spark', 'NumPy']","['Pandas', 'Scikit-learn', 'PyTorch']","['Mentoring', 'Problem Solving']",Master,8
res_208,Principal,Data,14,"['PyTorch', 'NumPy', 'Spark', 'Kafka']","['Scikit-learn', 'TensorFlow', 'Pandas']","['Problem Solving', 'Mentoring']",Master,3
res_209,Mid,Full-Stack,3,"['Express', 'Angular', 'Node.js', 'React']",[],"['Project Management', 'Communication']",Master,3
res_210,Senior,Backend,7,"['Django', 'TypeScript', 'Spring Boot', 'Node.js']","['Rails', 'FastAPI', 'Flask']","['Project Management', 'Communication']",Bootcamp,4
res_211,Senior,Data,9,"['NumPy', 'TensorFlow', 'Spark', 'Pandas']","['Kafka', 'PyTorch', 'Scikit-learn']","['Problem Solving', 'Communication']",Master,6
res_212,Entry,Data,3,"['Pandas', 'Scikit-learn', 'Spark', 'NumPy']","['PyTorch', 'TensorFlow', 'Kafka']","['Problem Solving', 'Project Management']",Bootcamp,6
res_213,Principal,Backend,14,"['TypeScript', 'FastAPI', 'Node.js', 'Python']","['Spring Boot', 'Rails', 'Express']","['Mentoring', 'Project Management']",Bachelor,3
res_214,Entry,Full-Stack,3,"['Express', 'React', 'Node.js', 'Angular']",[],"['Project Management', 'Problem Solving']",Master,5
res_215,Principal,Full-Stack,13,"['Node.js', 'Express', 'React', 'Angular']",[],"['Communication', 'Leadership']",Bootcamp,3
res_216,Entry,Frontend,0,"['Svelte', 'HTML5', 'Vue.js', 'JavaScript']","['Angular', 'React', 'CSS3']","['Mentoring', 'Communication']",Master,7
res_217,Mid,DevOps,3,"['GCP', 'Terraform', 'AWS', 'Docker']","['Jenkins', 'Kubernetes', 'Azure']","['Mentoring', 'Leadership']",Bootcamp,6
res_218,Principal,Full-Stack,12,"['Express', 'React', 'Angular', 'Node.js']",[],"['Communication', 'Project Management']",Bachelor,8
res_219,Principal,DevOps,14,"['Docker', 'GitHub Actions', 'Jenkins', 'GCP']","['AWS', 'Terraform', 'Kubernetes']","['Problem Solving', 'Mentoring']",Bootcamp,4
res_220,Mid,Data,5,"['Scikit-learn', 'Spark', 'TensorFlow', 'Kafka']","['NumPy', 'PyTorch', 'Pandas']","['Problem Solving', 'Leadership']",Master,3
res_221,Mid,Data,4,"['TensorFlow', 'PyTorch', 'NumPy', 'Kafka']","['Scikit-learn', 'Pandas', 'Spark']","['Problem Solving', 'Project Management']",Master,3
res_222,Entry,DevOps,0,"['GitHub Actions', 'Kubernetes', 'Azure', 'Terraform']","['Docker', 'AWS', 'GCP']","['Mentoring', 'Project Management']",Bachelor,3
res_223,Mid,Data,4,"['TensorFlow', 'NumPy', 'PyTorch', 'Pandas']","['Spark', 'Scikit-learn', 'Kafka']","['Mentoring', 'Problem Solving']",Bachelor,8
res_224,Principal,Frontend,14,"['Vue.js', 'Tailwind CSS', 'Svelte', 'JavaScript']","['Python', 'Next.js', 'Angular']","['Communication', 'Leadership']",Bootcamp,7
res_225,Senior,Frontend,8,"['Tailwind CSS', 'HTML5', 'Next.js', 'React']","['Vue.js', 'Angular', 'JavaScript']","['Project Management', 'Communication']",Bachelor,8
res_226,Senior,Data,9,"['TensorFlow', 'Pandas', 'PyTorch', 'Scikit-learn']","['NumPy', 'Kafka', 'Spark']","['Communication', 'Problem Solving']",Bachelor,4
res_227,Principal,Full-Stack,14,"['Angular', 'Node.js', 'React', 'Express']",[],"['Mentoring', 'Communication']",Master,5
res_228,Principal,Frontend,13,"['CSS3', 'Python', 'Vue.js', 'HTML5']","['Angular', 'JavaScript', 'React']","['Mentoring', 'Leadership']",Bachelor,3
res_229,Senior,Data,10,"['Kafka', 'NumPy', 'Spark', 'PyTorch']","['Scikit-learn', 'TensorFlow', 'Pandas']","['Leadership', 'Mentoring']",Bachelor,4
res_230,Mid,Backend,5,"['Express', 'Spring Boot', 'TypeScript', 'ASP.NET']","['Rails', 'JavaScript', 'Python']","['Project Management', 'Problem Solving']",Master,5
res_231,Mid,Full-Stack,6,"['Node.js', 'Angular', 'Express', 'React']",[],"['Project Management', 'Mentoring']",Bachelor,7
res_232,Entry,Full-Stack,3,"['Angular', 'Node.js', 'React', 'Express']",[],"['Communication', 'Problem Solving']",Bachelor,7
res_233,Entry,Full-Stack,3,"['React', 'Angular', 'Express', 'Node.js']",[],"['Leadership', 'Problem Solving']",Master,3
res_234,Senior,Full-Stack,9,"['React', 'Node.js', 'Angular', 'Express']",[],"['Mentoring', 'Project Management']",Master,7
res_235,Principal,Data,12,"['Scikit-learn', 'TensorFlow', 'Pandas', 'NumPy']","['Spark', 'PyTorch', 'Kafka']","['Mentoring', 'Communication']",Bachelor,2
res_236,Principal,Data,12,"['NumPy', 'Kafka', 'Pandas', 'Spark']","['PyTorch', 'TensorFlow', 'Scikit-learn']","['Communication', 'Leadership']",Bootcamp,6
res_237,Principal,DevOps,12,"['Jenkins', 'Terraform', 'Azure', 'GitHub Actions']","['Docker', 'GCP', 'Kubernetes']","['Problem Solving', 'Leadership']",Bachelor,6
res_238,Mid,Data,5,"['Spark', 'Pandas', 'TensorFlow', 'Scikit-learn']","['NumPy', 'Kafka', 'PyTorch']","['Leadership', 'Communication']",Bachelor,6
res_239,Principal,Full-Stack,12,"['Node.js', 'Express', 'Angular', 'React']",[],"['Communication', 'Leadership']",Bootcamp,5
res_240,Principal,DevOps,14,"['Docker', 'Terraform', 'Kubernetes', 'Azure']","['Jenkins', 'GitHub Actions', 'AWS']","['Communication', 'Problem Solving']",Bootcamp,2
res_241,Senior,Frontend,10,"['Vue.js', 'React', 'CSS3', 'Python']","['Next.js', 'JavaScript', 'Angular']","['Project Management', 'Problem Solving']",Bootcamp,8
res_242,Senior,Frontend,8,"['Python', 'Angular', 'JavaScript', 'HTML5']","['Svelte', 'Tailwind CSS', 'CSS3']","['Problem Solving', 'Mentoring']",Master,8
res_243,Mid,Full-Stack,4,"['Express', 'React', 'Angular', 'Node.js']",[],"['Leadership', 'Problem Solving']",Master,3
res_244,Entry,Backend,2,"['Flask', 'JavaScript', 'ASP.NET', 'Spring Boot']","['Node.js', 'Python', 'Express']","['Problem Solving', 'Project Management']",Master,8
res_245,Mid,DevOps,6,"['Kubernetes', 'Jenkins', 'Azure', 'AWS']","['GCP', 'Docker', 'Terraform']","['Mentoring', 'Project Management']",Master,5
res_246,Principal,Full-Stack,11,"['React', 'Node.js', 'Express', 'Angular']",[],"['Problem Solving', 'Project Management']",Bootcamp,7
res_247,Principal,Full-Stack,14,"['Angular', 'React', 'Express', 'Node.js']",[],"['Problem Solving', 'Leadership']",Master,4
res_248,Mid,Backend,5,"['Node.js', 'Spring Boot', 'JavaScript', 'TypeScript']","['Django', 'Express', 'ASP.NET']","['Project Management', 'Communication']",Master,6
res_249,Entry,Full-Stack,1,"['Node.js', 'React', 'Express', 'Angular']",[],"['Leadership', 'Communication']",Bootcamp,4
res_250,Mid,Full-Stack,5,"['Node.js', 'Express', 'Angular', 'React']",[],"['Problem Solving', 'Project Management']",Bootcamp,2
res_251,Senior,Frontend,9,"['HTML5', 'CSS3', 'Angular', 'JavaScript']","['Vue.js', 'Tailwind CSS', 'React']","['Mentoring', 'Communication']",Bachelor,2
res_252,Senior,DevOps,7,"['Docker', 'AWS', 'Terraform', 'Kubernetes']","['Azure', 'Jenkins', 'GCP']","['Project Management', 'Communication']",Bachelor,8
res_253,Entry,Data,1,"['TensorFlow', 'Spark', 'Scikit-learn', 'Pandas']","['NumPy', 'PyTorch', 'Kafka']","['Communication', 'Problem Solving']",Bachelor,4
res_254,Entry,Backend,1,"['JavaScript', 'Python', 'Flask', 'ASP.NET']","['Rails', 'Django', 'Express']","['Communication', 'Leadership']",Bootcamp,6
res_255,Entry,Full-Stack,1,"['Node.js', 'React', 'Angular', 'Express']",[],"['Problem Solving', 'Leadership']",Bootcamp,8
res_256,Principal,Data,13,"['Spark', 'TensorFlow', 'NumPy', 'Pandas']","['PyTorch', 'Scikit-learn', 'Kafka']","['Leadership', 'Problem Solving']",Bachelor,6
res_257,Entry,DevOps,3,"['Kubernetes', 'Docker', 'GCP', 'Terraform']","['Azure', 'Jenkins', 'AWS']","['Leadership', 'Communication']",Bachelor,5
res_258,Senior,Frontend,7,"['Next.js', 'Tailwind CSS', 'Svelte', 'Vue.js']","['CSS3', 'Python', 'React']","['Project Management', 'Mentoring']",Bootcamp,4
res_259,Mid,DevOps,3,"['AWS', 'Jenkins', 'GitHub Actions', 'Azure']","['Kubernetes', 'GCP', 'Docker']","['Project Management', 'Problem Solving']",Bachelor,2
res_260,Mid,Full-Stack,5,"['Node.js', 'Express', 'React', 'Angular']",[],"['Communication', 'Project Management']",Bachelor,3
res_261,Entry,Data,0,"['Scikit-learn', 'PyTorch', 'Spark', 'TensorFlow']","['Pandas', 'Kafka', 'NumPy']","['Project Management', 'Mentoring']",Bachelor,2
res_262,Principal,Data,12,"['Scikit-learn', 'PyTorch', 'Pandas', 'Kafka']","['Spark', 'NumPy', 'TensorFlow']","['Mentoring', 'Communication']",Bachelor,7
res_263,Entry,Full-Stack,0,"['Node.js', 'React', 'Angular', 'Express']",[],"['Project Management', 'Leadership']",Master,8
res_264,Mid,Full-Stack,5,"['React', 'Express', 'Angular', 'Node.js']",[],"['Mentoring', 'Communication']",Bootcamp,4
res_265,Principal,Frontend,12,"['CSS3', 'JavaScript', 'Next.js', 'Svelte']","['Vue.js', 'HTML5', 'Python']","['Project Management', 'Mentoring']",Bachelor,2
res_266,Entry,Full-Stack,2,"['Node.js', 'Express', 'Angular', 'React']",[],"['Problem Solving', 'Communication']",Bootcamp,8
res_267,Mid,DevOps,5,"['Jenkins', 'Terraform', 'Kubernetes', 'Azure']","['Docker', 'GCP', 'GitHub Actions']","['Mentoring', 'Project Management']",Bachelor,2
res_268,Senior,Backend,7,"['Python', 'JavaScript', 'Rails', 'Spring Boot']","['TypeScript', 'Node.js', 'ASP.NET']","['Problem Solving', 'Mentoring']",Bachelor,6
res_269,Mid,Backend,6,"['TypeScript', 'Node.js', 'Python', 'FastAPI']","['Flask', 'JavaScript', 'ASP.NET']","['Mentoring', 'Communication']",Bachelor,7
res_270,Mid,Data,3,"['Pandas', 'TensorFlow', 'Scikit-learn', 'NumPy']","['Kafka', 'Spark', 'PyTorch']","['Mentoring', 'Communication']",Bachelor,6
res_271,Mid,Full-Stack,5,"['Node.js', 'Angular', 'Express', 'React']",[],"['Project Management', 'Problem Solving']",Bachelor,6
res_272,Principal,Full-Stack,14,"['React', 'Angular', 'Node.js', 'Express']",[],"['Leadership', 'Communication']",Bachelor,5
res_273,Principal,DevOps,12,"['Jenkins', 'AWS', 'GCP', 'Azure']","['Terraform', 'GitHub Actions', 'Docker']","['Communication', 'Mentoring']",Bachelor,4
res_274,Principal,Frontend,11,"['Next.js', 'JavaScript', 'Python', 'Svelte']","['HTML5', 'Angular', 'CSS3']","['Communication', 'Problem Solving']",Master,4
res_275,Principal,DevOps,12,"['AWS', 'Kubernetes', 'Jenkins', 'Terraform']","['Docker', 'Azure', 'GitHub Actions']","['Mentoring', 'Problem Solving']",Bootcamp,2
res_276,Senior,DevOps,9,"['Jenkins', 'GCP', 'Kubernetes', 'Azure']","['Terraform', 'Docker', 'AWS']","['Mentoring', 'Problem Solving']",Bootcamp,4
res_277,Principal,Frontend,13,"['Vue.js', 'Angular', 'CSS3', 'JavaScript']","['Next.js', 'Tailwind CSS', 'Python']","['Communication', 'Problem Solving']",Bootcamp,6
res_278,Mid,Data,6,"['TensorFlow', 'Scikit-learn', 'PyTorch', 'Kafka']","['NumPy', 'Pandas', 'Spark']","['Communication', 'Problem Solving']",Bootcamp,4
res_279,Mid,Full-Stack,5,"['Node.js', 'Express', 'React', 'Angular']",[],"['Problem Solving', 'Communication']",Master,5
res_280,Mid,Full-Stack,3,"['Node.js', 'React', 'Express', 'Angular']",[],"['Mentoring', 'Problem Solving']",Master,5
res_281,Principal,Full-Stack,11,"['Node.js', 'React', 'Angular', 'Express']",[],"['Project Management', 'Mentoring']",Bachelor,8
res_282,Senior,Backend,10,"['FastAPI', 'Django', 'Node.js', 'ASP.NET']","['Flask', 'JavaScript', 'Express']","['Mentoring', 'Leadership']",Master,3
res_283,Entry,Frontend,2,"['Svelte', 'HTML5', 'Python', 'Vue.js']","['Next.js', 'JavaScript', 'Tailwind CSS']","['Leadership', 'Project Management']",Bachelor,4
res_284,Principal,DevOps,12,"['Kubernetes', 'Docker', 'AWS', 'Azure']","['Terraform', 'GitHub Actions', 'Jenkins']","['Communication', 'Project Management']",Master,8
res_285,Principal,Full-Stack,12,"['Node.js', 'Express', 'React', 'Angular']",[],"['Leadership', 'Communication']",Bachelor,3
res_286,Senior,Data,10,"['Scikit-learn', 'Kafka', 'TensorFlow', 'PyTorch']","['Spark', 'Pandas', 'NumPy']","['Project Management', 'Leadership']",Bachelor,2
res_287,Entry,Full-Stack,1,"['React', 'Express', 'Node.js', 'Angular']",[],"['Communication', 'Project Management']",Bachelor,5
res_288,Senior,Data,9,"['Kafka', 'PyTorch', 'Pandas', 'NumPy']","['TensorFlow', 'Spark', 'Scikit-learn']","['Problem Solving', 'Leadership']",Bootcamp,2
res_289,Entry,Frontend,1,"['Vue.js', 'CSS3', 'HTML5', 'JavaScript']","['Svelte', 'Tailwind CSS', 'Python']","['Communication', 'Leadership']",Bootcamp,2
res_290,Principal,Frontend,12,"['React', 'Tailwind CSS', 'HTML5', 'CSS3']","['JavaScript', 'Python', 'Angular']","['Mentoring', 'Problem Solving']",Master,6
res_291,Principal,Backend,13,"['Node.js', 'TypeScript', 'FastAPI', 'Spring Boot']","['JavaScript', 'ASP.NET', 'Python']","['Leadership', 'Mentoring']",Bootcamp,8
res_292,Principal,Data,14,"['NumPy', 'Kafka', 'PyTorch', 'TensorFlow']","['Pandas', 'Scikit-learn', 'Spark']","['Problem Solving', 'Mentoring']",Bachelor,2
res_293,Principal,Full-Stack,12,"['Node.js', 'Express', 'React', 'Angular']",[],"['Mentoring', 'Problem Solving']",Master,4
res_294,Principal,Backend,14,"['TypeScript', 'Node.js', 'Spring Boot', 'Django']","['Python', 'FastAPI', 'JavaScript']","['Communication', 'Problem Solving']",Bachelor,5
res_295,Senior,DevOps,7,"['GCP', 'Terraform', 'Docker', 'AWS']","['Jenkins', 'Azure', 'GitHub Actions']","['Communication', 'Problem Solving']",Bootcamp,6
res_296,Principal,Backend,11,"['FastAPI', 'Node.js', 'Rails', 'TypeScript']","['Python', 'Django', 'Flask']","['Project Management', 'Problem Solving']",Bootcamp,6
res_297,Senior,Backend,7,"['JavaScript', 'Node.js', 'ASP.NET', 'TypeScript']","['Flask', 'Python', 'Django']","['Mentoring', 'Problem Solving']",Master,6
res_298,Entry,Frontend,2,"['Next.js', 'JavaScript', 'Angular', 'Svelte']","['HTML5', 'React', 'Vue.js']","['Communication', 'Problem Solving']",Bachelor,3
res_299,Mid,Data,4,"['Scikit-learn', 'NumPy', 'TensorFlow', 'Kafka']","['PyTorch', 'Spark', 'Pandas']","['Mentoring', 'Problem Solving']",Bootcamp,3
res_300,Entry,Data,1,"['NumPy', 'Spark', 'PyTorch', 'Kafka']","['TensorFlow', 'Scikit-learn', 'Pandas']","['Problem Solving', 'Mentoring']",Bootcamp,5
res_301,Entry,Full-Stack,1,"['Node.js', 'React', 'Angular', 'Express']",[],"['Communication', 'Project Management']",Bachelor,3
