resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R00208,Data Engineer,Junior,GCP;Airflow;SQL;ETL;Spark,Kafka;Python,AWS,,3.6,3,medium,0.69
R00209,Machine Learning Engineer,New Grad,PyTorch;scikit-learn;AWS;TensorFlow,Docker;MLflow,Python,,1.7,2,medium,0.65
R00210,Systems Software Engineer,Junior,Memory Management;Concurrency;C;Rust;Linux,Profiling;C++,,,2.4,1,medium,0.72
R00211,Full-Stack Engineer,New Grad,Python;Docker;TypeScript;AWS,React;Node.js,JavaScript,SQL,1.6,2,medium,0.66
R00212,Embedded Software Engineer,Mid,C++;I2C;RTOS;C;Debugging;Microcontrollers,SPI;UART,,,6.3,1,high,0.73
R00213,Systems Software Engineer,Mid,Rust;C++;C;Profiling;Linux;Memory Management,Concurrency,,,5.4,1,high,0.7
R00214,DevOps Engineer,Intern,Terraform;Linux;Python,CI/CD;Docker,AWS,Kubernetes,1.3,4,medium,0.62
R00215,Backend Software Engineer,New Grad,C++;SQL;Go;REST APIs,Kubernetes;Python,CI/CD,Docker;AWS,1.9,3,medium,0.66
R00216,Full-Stack Engineer,Junior,Node.js;React;SQL;AWS;Python,JavaScript;Docker,TypeScript,,2.5,2,medium,0.74
R00217,Backend Software Engineer,Senior,PostgreSQL;C++;CI/CD;Java;Kubernetes;AWS;REST APIs,Go;Docker,Python,,10.4,0,high,0.78
R00218,Systems Software Engineer,New Grad,Memory Management;Profiling;Linux;C,Concurrency;C++,Rust,,1.5,4,medium,0.67
R00219,Full-Stack Engineer,Junior,Node.js;TypeScript;AWS;Docker;SQL,React;Python,JavaScript,,2.4,3,medium,0.75
R00220,Full-Stack Engineer,New Grad,Node.js;TypeScript;Docker;React,AWS;JavaScript,Python,SQL,1.6,2,medium,0.65
R00221,DevOps Engineer,Intern,Python;Terraform;AWS,Docker;CI/CD,Linux,Kubernetes,1.0,4,medium,0.63
R00222,Full-Stack Engineer,Mid,Docker;AWS;TypeScript;JavaScript;Python;Node.js,SQL;React,,,4.5,2,high,0.72
R00223,Backend Software Engineer,Senior,SQL;Docker;Java;Go;Kubernetes;C++;PostgreSQL,AWS;REST APIs,Python,,8.5,0,high,0.81
R00224,Backend Software Engineer,Intern,Java;PostgreSQL;SQL,Go;AWS,Docker,Kubernetes;CI/CD;Python,1.5,5,medium,0.63
R00225,Embedded Software Engineer,Intern,SPI;I2C;C++,C;RTOS,Debugging,Microcontrollers;UART,1.4,4,medium,0.63
R00226,Full-Stack Engineer,New Grad,Python;JavaScript;SQL;AWS,Node.js;React,TypeScript,Docker,1.3,4,medium,0.63
R00227,Embedded Software Engineer,Intern,Microcontrollers;C;UART,C++;I2C,RTOS,SPI;Debugging,1.4,4,medium,0.59
R00228,Full-Stack Engineer,Senior,TypeScript;AWS;SQL;Docker;Node.js;JavaScript;React,Python,,,10.0,2,high,0.76
R00229,Backend Software Engineer,Senior,PostgreSQL;Python;Kubernetes;REST APIs;Java;Go;AWS,C++;Docker,CI/CD,,9.4,0,high,0.84
R00230,Frontend Engineer,New Grad,React;Next.js;Testing;JavaScript,Accessibility;CSS,HTML,TypeScript,2.0,2,medium,0.65
R00231,Site Reliability Engineer,New Grad,Incident Response;Python;Kubernetes;Linux,Go;Observability,SLIs/SLOs,,1.7,4,medium,0.66
R00232,Systems Software Engineer,Senior,C++;Rust;Memory Management;C;Linux;Concurrency;Profiling,,,,9.4,2,high,0.82
R00233,Full-Stack Engineer,Mid,SQL;Node.js;TypeScript;Docker;React;AWS,Python;JavaScript,,,5.1,2,high,0.72
R00234,Machine Learning Engineer,Junior,Docker;Python;PyTorch;TensorFlow;scikit-learn,AWS;MLflow,,,2.2,2,medium,0.71
R00235,Machine Learning Engineer,Junior,MLflow;AWS;Docker;Python;PyTorch,TensorFlow;scikit-learn,,,3.4,3,medium,0.66
R00236,Site Reliability Engineer,Junior,Incident Response;SLIs/SLOs;Observability;Linux;Python,Kubernetes;Go,,,3.4,1,medium,0.75
R00237,Machine Learning Engineer,Junior,TensorFlow;MLflow;Python;scikit-learn;Docker,PyTorch;AWS,,,3.5,1,medium,0.65
R00238,Machine Learning Engineer,Junior,scikit-learn;Python;MLflow;PyTorch;TensorFlow,Docker;AWS,,,2.2,1,medium,0.67
R00239,Embedded Software Engineer,Mid,SPI;C;C++;RTOS;Debugging;Microcontrollers,UART;I2C,,,6.2,1,high,0.78
R00240,Embedded Software Engineer,Intern,C;I2C;C++,SPI;Debugging,RTOS,UART;Microcontrollers,0.8,2,medium,0.63
R00241,DevOps Engineer,Intern,Linux;Docker;Python,CI/CD;Terraform,AWS,Kubernetes,0.0,2,medium,0.63
R00242,Data Engineer,Junior,GCP;Python;AWS;Spark;SQL,Kafka;ETL,Airflow,,3.4,2,medium,0.73
R00243,Backend Software Engineer,Intern,Docker;Go;CI/CD,AWS;Java,REST APIs,Kubernetes;Python;C++,0.9,5,medium,0.58
R00244,Machine Learning Engineer,New Grad,Python;PyTorch;Docker;TensorFlow,AWS;MLflow,scikit-learn,,1.2,4,medium,0.66
R00245,Systems Software Engineer,Senior,Concurrency;Linux;Rust;C++;C;Profiling;Memory Management,,,,8.6,1,high,0.84
R00246,Backend Software Engineer,Junior,SQL;REST APIs;CI/CD;Java;AWS,C++;Kubernetes,Go,Docker;Python,3.5,1,medium,0.74
R00247,Frontend Engineer,Senior,TypeScript;React;Accessibility;Testing;HTML;CSS;JavaScript,Next.js,,,10.9,2,high,0.85
R00248,Embedded Software Engineer,Mid,I2C;UART;SPI;Microcontrollers;RTOS;C,Debugging;C++,,,5.5,1,high,0.79
R00249,DevOps Engineer,Junior,Docker;Python;Terraform;CI/CD;Linux,AWS;Kubernetes,,,3.8,1,medium,0.69
R00250,Data Engineer,Senior,Kafka;ETL;Spark;AWS;GCP;Python;Airflow,SQL,,,9.9,0,high,0.81
R00251,Data Engineer,Junior,AWS;ETL;Python;Airflow;Spark,SQL;Kafka,GCP,,4.0,2,medium,0.7
R00252,Full-Stack Engineer,Junior,React;JavaScript;AWS;SQL;TypeScript,Docker;Node.js,Python,,2.5,1,medium,0.67
R00253,Backend Software Engineer,Senior,Java;Kubernetes;PostgreSQL;Go;Python;CI/CD;Docker,C++;REST APIs,AWS,,10.0,0,high,0.84
R00254,Machine Learning Engineer,New Grad,Docker;scikit-learn;AWS;TensorFlow,Python;MLflow,PyTorch,,2.3,2,medium,0.68
R00255,Frontend Engineer,Junior,Accessibility;React;Next.js;JavaScript;HTML,CSS;Testing,TypeScript,,2.7,2,medium,0.69
R00256,Embedded Software Engineer,Intern,RTOS;SPI;C,I2C;Debugging,Microcontrollers,UART;C++,0.0,3,medium,0.62
R00257,Embedded Software Engineer,Intern,C;UART;I2C,Microcontrollers;SPI,Debugging,RTOS;C++,0.9,5,medium,0.6
R00258,Data Engineer,Intern,SQL;ETL;Spark,Airflow;GCP,Kafka,Python;AWS,0.0,5,medium,0.61
R00259,Frontend Engineer,Intern,HTML;Testing;React,TypeScript;Accessibility,CSS,JavaScript;Next.js,0.8,3,medium,0.59
R00260,Machine Learning Engineer,New Grad,Docker;TensorFlow;scikit-learn;MLflow,Python;PyTorch,AWS,,2.3,2,medium,0.61
R00261,Backend Software Engineer,Intern,CI/CD;PostgreSQL;Python,SQL;REST APIs,Docker,AWS;Kubernetes;C++,1.0,5,medium,0.61
R00262,Machine Learning Engineer,Intern,PyTorch;AWS;TensorFlow,scikit-learn;Docker,MLflow,Python,0.0,5,medium,0.58
R00263,DevOps Engineer,Intern,Kubernetes;Docker;Python,Terraform;CI/CD,Linux,AWS,0.9,3,medium,0.55
R00264,Machine Learning Engineer,Intern,PyTorch;MLflow;Python,scikit-learn;Docker,AWS,TensorFlow,1.0,5,medium,0.63
R00265,DevOps Engineer,Intern,Terraform;Linux;AWS,Docker;Python,Kubernetes,CI/CD,1.3,4,medium,0.57
R00266,Embedded Software Engineer,Intern,C++;Microcontrollers;RTOS,UART;I2C,C,SPI;Debugging,0.3,5,medium,0.63
R00267,Backend Software Engineer,Intern,Kubernetes;REST APIs;Java,Python;CI/CD,SQL,Go;AWS;Docker,0.8,3,medium,0.65
R00268,Full-Stack Engineer,Junior,Python;SQL;Docker;Node.js;JavaScript,AWS;React,TypeScript,,2.0,1,medium,0.75
R00269,Frontend Engineer,New Grad,TypeScript;React;CSS;Testing,JavaScript;Next.js,Accessibility,HTML,1.3,2,medium,0.7
R00270,Machine Learning Engineer,Junior,TensorFlow;AWS;Python;Docker;scikit-learn,PyTorch;MLflow,,,2.8,3,medium,0.7
R00271,Site Reliability Engineer,New Grad,Incident Response;Go;Kubernetes;Observability,Python;SLIs/SLOs,Linux,,1.6,4,medium,0.7
R00272,Systems Software Engineer,Mid,Memory Management;C;C++;Rust;Linux;Concurrency,Profiling,,,6.6,1,high,0.78
R00273,Frontend Engineer,Intern,JavaScript;Next.js;CSS,Testing;HTML,Accessibility,React;TypeScript,0.9,2,medium,0.6
R00274,Backend Software Engineer,Junior,AWS;PostgreSQL;CI/CD;REST APIs;Java,Kubernetes;SQL,C++,Docker;Python,3.3,2,medium,0.69
R00275,Site Reliability Engineer,New Grad,Linux;Incident Response;Observability;Python,SLIs/SLOs;Kubernetes,Go,,2.0,3,medium,0.69
R00276,DevOps Engineer,Senior,Kubernetes;CI/CD;Python;Terraform;Linux;AWS;Docker,,,,8.7,2,high,0.8
R00277,Embedded Software Engineer,Intern,RTOS;I2C;UART,C;Microcontrollers,SPI,Debugging;C++,0.3,5,medium,0.56
R00278,Full-Stack Engineer,Mid,SQL;AWS;Node.js;Docker;Python;TypeScript,JavaScript;React,,,5.1,2,high,0.74
R00279,DevOps Engineer,Mid,Terraform;Python;CI/CD;AWS;Linux;Docker,Kubernetes,,,5.3,2,high,0.75
R00280,Machine Learning Engineer,Junior,TensorFlow;Python;MLflow;PyTorch;Docker,AWS;scikit-learn,,,3.0,2,medium,0.71
R00281,Data Engineer,Mid,Kafka;SQL;Spark;Airflow;Python;ETL,GCP;AWS,,,4.8,2,high,0.72
R00282,Systems Software Engineer,Senior,C;Memory Management;Linux;Concurrency;C++;Profiling;Rust,,,,8.5,1,high,0.85
R00283,Systems Software Engineer,Junior,C++;Linux;Concurrency;Profiling;Rust,C;Memory Management,,,3.6,2,medium,0.66
R00284,Machine Learning Engineer,New Grad,scikit-learn;AWS;MLflow;Docker,PyTorch;Python,TensorFlow,,1.1,3,medium,0.66
R00285,DevOps Engineer,Senior,Kubernetes;AWS;Python;Linux;CI/CD;Docker;Terraform,,,,10.5,1,high,0.76
R00286,Backend Software Engineer,Mid,AWS;Python;SQL;PostgreSQL;REST APIs;C++,Kubernetes;Java,Go,Docker,6.2,2,high,0.78
R00287,Backend Software Engineer,Intern,Kubernetes;Docker;Python,SQL;REST APIs,C++,AWS;Java;PostgreSQL,0.1,3,medium,0.62
R00288,Systems Software Engineer,Mid,Profiling;C;C++;Rust;Concurrency;Memory Management,Linux,,,4.4,2,high,0.72
R00289,Site Reliability Engineer,New Grad,Kubernetes;Go;Incident Response;SLIs/SLOs,Observability;Python,Linux,,1.4,3,medium,0.63
R00290,Machine Learning Engineer,Senior,TensorFlow;AWS;PyTorch;MLflow;Python;Docker;scikit-learn,,,,11.0,2,high,0.84
R00291,DevOps Engineer,Mid,Python;Kubernetes;CI/CD;Linux;Docker;AWS,Terraform,,,4.4,2,high,0.75
R00292,Systems Software Engineer,Senior,Rust;C++;Linux;Profiling;C;Concurrency;Memory Management,,,,11.1,0,high,0.79
R00293,DevOps Engineer,Intern,Kubernetes;Terraform;Linux,Python;AWS,Docker,CI/CD,0.3,3,medium,0.57
R00294,Site Reliability Engineer,Mid,Incident Response;SLIs/SLOs;Go;Python;Observability;Linux,Kubernetes,,,4.5,1,high,0.78
R00295,Machine Learning Engineer,Junior,AWS;Python;Docker;scikit-learn;MLflow,TensorFlow;PyTorch,,,2.9,1,medium,0.72
R00296,Full-Stack Engineer,Senior,JavaScript;TypeScript;React;Python;Docker;Node.js;SQL,AWS,,,11.6,0,high,0.78
R00297,Data Engineer,New Grad,Airflow;GCP;Python;Spark,AWS;SQL,ETL,Kafka,2.3,2,medium,0.67
R00298,Frontend Engineer,Intern,Accessibility;React;CSS,HTML;JavaScript,TypeScript,Testing;Next.js,0.2,3,medium,0.62
R00299,Machine Learning Engineer,Senior,Python;TensorFlow;scikit-learn;Docker;AWS;PyTorch;MLflow,,,,11.7,2,high,0.77
R00300,Data Engineer,Senior,SQL;GCP;AWS;Airflow;Spark;Python;ETL,Kafka,,,10.0,2,high,0.81
R00301,Frontend Engineer,Senior,HTML;JavaScript;TypeScript;React;Testing;CSS;Next.js,Accessibility,,,8.7,0,high,0.78
R00302,Embedded Software Engineer,Intern,C++;I2C;SPI,UART;C,Debugging,RTOS;Microcontrollers,1.2,4,medium,0.61
R00303,DevOps Engineer,Intern,Kubernetes;Terraform;Python,AWS;CI/CD,Docker,Linux,0.1,2,medium,0.59
R00304,Full-Stack Engineer,New Grad,SQL;JavaScript;AWS;React,Node.js;TypeScript,Docker,Python,2.0,2,medium,0.61
R00305,Machine Learning Engineer,Intern,TensorFlow;scikit-learn;PyTorch,MLflow;Docker,Python,AWS,0.7,2,medium,0.59
R00306,Machine Learning Engineer,New Grad,PyTorch;Docker;MLflow;AWS,Python;scikit-learn,TensorFlow,,1.8,2,medium,0.69
R00307,DevOps Engineer,Mid,Terraform;AWS;Python;Linux;Kubernetes;Docker,CI/CD,,,6.1,1,high,0.8
R00308,Systems Software Engineer,New Grad,Concurrency;C;Memory Management;C++,Rust;Profiling,Linux,,1.8,3,medium,0.68
R00309,Frontend Engineer,Junior,Next.js;HTML;CSS;TypeScript;React,Accessibility;JavaScript,Testing,,4.0,1,medium,0.71
R00310,Full-Stack Engineer,Intern,Docker;JavaScript;AWS,Python;SQL,Node.js,TypeScript;React,1.4,5,medium,0.63
R00311,Full-Stack Engineer,Intern,TypeScript;JavaScript;React,Python;Docker,AWS,SQL;Node.js,1.4,4,medium,0.63
R00312,Frontend Engineer,Intern,Accessibility;JavaScript;CSS,Next.js;React,HTML,Testing;TypeScript,0.9,4,medium,0.58
R00313,Data Engineer,Senior,Spark;Airflow;AWS;Kafka;GCP;ETL;Python,SQL,,,10.7,2,high,0.85
R00314,Data Engineer,Mid,Airflow;Kafka;GCP;AWS;SQL;ETL,Python;Spark,,,6.5,1,high,0.77
R00315,Systems Software Engineer,Mid,Profiling;Linux;Memory Management;C;Concurrency;C++,Rust,,,6.0,2,high,0.78
R00316,Backend Software Engineer,New Grad,Docker;REST APIs;Kubernetes;SQL,C++;Java,PostgreSQL,Go;Python,1.9,2,medium,0.64
R00317,DevOps Engineer,Junior,Docker;Python;Kubernetes;CI/CD;AWS,Linux;Terraform,,,2.6,1,medium,0.67
R00318,Backend Software Engineer,New Grad,SQL;PostgreSQL;Go;Kubernetes,Java;CI/CD,REST APIs,AWS;C++,2.3,3,medium,0.65
R00319,Site Reliability Engineer,Mid,Kubernetes;Observability;Linux;Incident Response;SLIs/SLOs;Go,Python,,,5.8,1,high,0.75
R00320,Data Engineer,Mid,Spark;AWS;GCP;Airflow;Python;ETL,Kafka;SQL,,,6.0,2,high,0.73
R00321,Data Engineer,New Grad,AWS;Kafka;ETL;Python,GCP;Spark,Airflow,SQL,2.0,4,medium,0.61
R00322,Frontend Engineer,Junior,React;CSS;HTML;Next.js;JavaScript,Accessibility;Testing,TypeScript,,2.9,3,medium,0.65
R00323,Data Engineer,Intern,AWS;SQL;ETL,GCP;Airflow,Kafka,Python;Spark,0.9,2,medium,0.63
R00324,Backend Software Engineer,New Grad,Java;REST APIs;Docker;PostgreSQL,Kubernetes;C++,SQL,Go;AWS,2.5,4,medium,0.65
R00325,Backend Software Engineer,Mid,C++;AWS;Python;Go;Docker;PostgreSQL,CI/CD;SQL,Kubernetes,REST APIs,5.0,1,high,0.79
R00326,Data Engineer,Senior,Spark;GCP;AWS;Airflow;SQL;ETL;Kafka,Python,,,10.9,1,high,0.79
R00327,Data Engineer,New Grad,Kafka;Python;SQL;GCP,AWS;ETL,Airflow,Spark,1.5,3,medium,0.68
R00328,Embedded Software Engineer,Intern,UART;Debugging;C,Microcontrollers;SPI,RTOS,I2C;C++,0.4,5,medium,0.64
R00329,Frontend Engineer,New Grad,HTML;React;Testing;Accessibility,Next.js;JavaScript,TypeScript,CSS,2.2,2,medium,0.68
R00330,Systems Software Engineer,Mid,C++;Memory Management;Profiling;C;Concurrency;Rust,Linux,,,6.1,2,high,0.74
R00331,DevOps Engineer,Mid,Terraform;Python;CI/CD;Kubernetes;Docker;AWS,Linux,,,5.0,1,high,0.72
R00332,Frontend Engineer,Senior,Next.js;HTML;Testing;CSS;TypeScript;React;Accessibility,JavaScript,,,7.3,0,high,0.77
R00333,Machine Learning Engineer,Junior,Docker;AWS;scikit-learn;TensorFlow;Python,MLflow;PyTorch,,,3.8,1,medium,0.72
R00334,Site Reliability Engineer,New Grad,Go;Linux;SLIs/SLOs;Incident Response,Kubernetes;Python,Observability,,1.3,2,medium,0.61
R00335,Embedded Software Engineer,Intern,Debugging;RTOS;SPI,C;I2C,UART,C++;Microcontrollers,0.7,3,medium,0.6
R00336,DevOps Engineer,Intern,Docker;CI/CD;Terraform,Python;Linux,Kubernetes,AWS,0.3,4,medium,0.63
R00337,Site Reliability Engineer,Mid,Linux;Observability;Go;Kubernetes;Python;SLIs/SLOs,Incident Response,,,4.7,1,high,0.77
R00338,Frontend Engineer,New Grad,Accessibility;TypeScript;CSS;JavaScript,HTML;Testing,Next.js,React,1.8,4,medium,0.61
R00339,DevOps Engineer,Junior,Terraform;CI/CD;Kubernetes;Python;AWS,Linux;Docker,,,2.9,3,medium,0.69
R00340,Data Engineer,Mid,GCP;AWS;SQL;ETL;Spark;Python,Kafka;Airflow,,,4.2,1,high,0.79
R00341,Backend Software Engineer,Intern,CI/CD;AWS;SQL,REST APIs;Kubernetes,Java,Docker;C++;Go,0.3,2,medium,0.58
R00342,Backend Software Engineer,Mid,Python;Docker;Java;PostgreSQL;CI/CD;AWS,SQL;REST APIs,C++,Go,6.1,2,high,0.79
R00343,Embedded Software Engineer,Junior,C++;SPI;UART;RTOS;Microcontrollers,C;I2C,Debugging,,3.6,1,medium,0.72
R00344,Machine Learning Engineer,Mid,AWS;Docker;scikit-learn;PyTorch;MLflow;Python,TensorFlow,,,6.8,2,high,0.7
R00345,Machine Learning Engineer,Mid,Python;AWS;scikit-learn;Docker;MLflow;TensorFlow,PyTorch,,,5.6,1,high,0.73
R00346,Site Reliability Engineer,Senior,Python;Linux;SLIs/SLOs;Observability;Kubernetes;Go;Incident Response,,,,9.4,2,high,0.76
R00347,Full-Stack Engineer,Senior,AWS;Docker;JavaScript;Node.js;SQL;TypeScript;React,Python,,,9.2,2,high,0.82
R00348,Machine Learning Engineer,Mid,MLflow;PyTorch;Python;scikit-learn;TensorFlow;Docker,AWS,,,5.4,2,high,0.77
R00349,Machine Learning Engineer,Intern,Docker;AWS;Python,TensorFlow;PyTorch,scikit-learn,MLflow,0.8,3,medium,0.55
R00350,Backend Software Engineer,New Grad,CI/CD;Python;AWS;REST APIs,C++;Java,SQL,Kubernetes;Go,2.4,2,medium,0.65
R00351,Frontend Engineer,Mid,React;TypeScript;HTML;Accessibility;Testing;JavaScript,CSS;Next.js,,,6.6,1,high,0.71
R00352,Backend Software Engineer,Junior,AWS;Kubernetes;CI/CD;Java;PostgreSQL,Python;REST APIs,SQL,C++;Docker,3.6,3,medium,0.72
R00353,Site Reliability Engineer,Mid,Python;Linux;SLIs/SLOs;Kubernetes;Incident Response;Go,Observability,,,4.1,2,high,0.77
R00354,Frontend Engineer,Mid,TypeScript;React;Accessibility;CSS;HTML;Testing,JavaScript;Next.js,,,6.5,1,high,0.76
R00355,Embedded Software Engineer,Mid,C;Debugging;I2C;SPI;C++;RTOS,UART;Microcontrollers,,,4.0,1,high,0.8
R00356,Machine Learning Engineer,Senior,Python;AWS;Docker;PyTorch;scikit-learn;MLflow;TensorFlow,,,,10.7,0,high,0.81
R00357,Data Engineer,New Grad,Kafka;AWS;Spark;Python,ETL;Airflow,SQL,GCP,2.1,3,medium,0.64
R00358,DevOps Engineer,Mid,Docker;Python;Linux;Kubernetes;AWS;CI/CD,Terraform,,,6.5,2,high,0.72
R00359,Embedded Software Engineer,Senior,I2C;UART;C;SPI;C++;Debugging;RTOS,Microcontrollers,,,8.6,0,high,0.79
R00360,Embedded Software Engineer,New Grad,RTOS;C++;SPI;C,I2C;Debugging,Microcontrollers,UART,1.8,3,medium,0.62
R00361,Backend Software Engineer,Mid,Go;Kubernetes;Docker;CI/CD;PostgreSQL;REST APIs,C++;SQL,Python,AWS,5.3,1,high,0.73
R00362,Backend Software Engineer,Intern,Kubernetes;CI/CD;Go,Java;PostgreSQL,Python,Docker;REST APIs;C++,1.3,4,medium,0.56
R00363,Frontend Engineer,Junior,React;HTML;JavaScript;Next.js;Testing,CSS;TypeScript,Accessibility,,2.1,1,medium,0.68
R00364,Systems Software Engineer,New Grad,Memory Management;C;Linux;Rust,Concurrency;C++,Profiling,,2.0,3,medium,0.64
R00365,Machine Learning Engineer,Intern,Docker;TensorFlow;AWS,Python;MLflow,PyTorch,scikit-learn,0.3,4,medium,0.57
R00366,Data Engineer,Mid,GCP;Python;AWS;Airflow;Spark;Kafka,SQL;ETL,,,4.5,1,high,0.71
R00367,Data Engineer,Intern,ETL;Spark;Kafka,SQL;GCP,Airflow,AWS;Python,1.3,3,medium,0.59
R00368,Site Reliability Engineer,Mid,Go;Kubernetes;Linux;Python;SLIs/SLOs;Observability,Incident Response,,,6.6,1,high,0.78
R00369,Embedded Software Engineer,Intern,C;Debugging;UART,SPI;Microcontrollers,C++,I2C;RTOS,1.3,4,medium,0.6
R00370,DevOps Engineer,Intern,Linux;Kubernetes;AWS,Terraform;Docker,Python,CI/CD,0.7,5,medium,0.59
R00371,Backend Software Engineer,Intern,Docker;CI/CD;C++,REST APIs;PostgreSQL,Python,Java;Go;AWS,0.1,4,medium,0.62
R00372,Systems Software Engineer,Intern,C++;Concurrency;Profiling,Linux;C,Rust,Memory Management,1.4,2,medium,0.6
R00373,DevOps Engineer,Senior,Python;Linux;Kubernetes;Docker;Terraform;CI/CD;AWS,,,,9.3,2,high,0.82
R00374,Embedded Software Engineer,Intern,Debugging;RTOS;C++,UART;C,I2C,Microcontrollers;SPI,1.1,5,medium,0.62
R00375,Backend Software Engineer,Junior,CI/CD;Kubernetes;Go;PostgreSQL;Java,REST APIs;SQL,Python,Docker;C++,2.5,2,medium,0.72
R00376,Backend Software Engineer,Junior,Docker;C++;Python;SQL;Kubernetes,Go;CI/CD,REST APIs,AWS;PostgreSQL,3.8,1,medium,0.71
R00377,Frontend Engineer,New Grad,CSS;Next.js;TypeScript;JavaScript,Testing;HTML,Accessibility,React,2.0,2,medium,0.66
R00378,Machine Learning Engineer,Intern,AWS;scikit-learn;TensorFlow,PyTorch;Docker,Python,MLflow,0.7,4,medium,0.57
R00379,Systems Software Engineer,Mid,Profiling;C++;Memory Management;C;Linux;Concurrency,Rust,,,4.1,2,high,0.75
R00380,Site Reliability Engineer,Mid,Observability;Linux;Go;Kubernetes;Incident Response;SLIs/SLOs,Python,,,4.4,1,high,0.76
R00381,Backend Software Engineer,Intern,Kubernetes;Docker;REST APIs,SQL;CI/CD,AWS,Java;PostgreSQL;Go,0.6,2,medium,0.58
R00382,Systems Software Engineer,Intern,C;Rust;Profiling,Concurrency;C++,Linux,Memory Management,0.7,2,medium,0.56
R00383,Systems Software Engineer,Mid,Linux;C++;Profiling;Rust;Concurrency;C,Memory Management,,,6.4,1,high,0.71
R00384,Data Engineer,Junior,Kafka;ETL;SQL;Airflow;Spark,GCP;AWS,Python,,2.4,3,medium,0.72
R00385,Backend Software Engineer,Junior,PostgreSQL;Python;Docker;AWS;Go,CI/CD;C++,Kubernetes,SQL;Java,2.9,3,medium,0.75
R00386,Frontend Engineer,Senior,Accessibility;TypeScript;CSS;Testing;React;Next.js;HTML,JavaScript,,,8.0,1,high,0.82
R00387,Embedded Software Engineer,Intern,SPI;C;UART,Debugging;RTOS,Microcontrollers,I2C;C++,0.3,3,medium,0.6
R00388,DevOps Engineer,Senior,Docker;Terraform;Kubernetes;AWS;Linux;Python;CI/CD,,,,9.9,1,high,0.82
R00389,Full-Stack Engineer,New Grad,Node.js;Docker;AWS;TypeScript,Python;React,JavaScript,SQL,1.2,4,medium,0.68
R00390,Data Engineer,Junior,GCP;AWS;ETL;Kafka;Python,SQL;Airflow,Spark,,2.3,1,medium,0.72
R00391,Data Engineer,Intern,SQL;ETL;GCP,Python;Spark,Airflow,Kafka;AWS,1.2,3,medium,0.64
R00392,Machine Learning Engineer,Intern,PyTorch;AWS;scikit-learn,MLflow;Python,Docker,TensorFlow,0.2,2,medium,0.58
R00393,DevOps Engineer,Senior,Docker;Python;AWS;Linux;Kubernetes;CI/CD;Terraform,,,,8.7,0,high,0.76
R00394,Embedded Software Engineer,New Grad,C;UART;C++;Microcontrollers,Debugging;SPI,RTOS,I2C,1.7,2,medium,0.63
R00395,Frontend Engineer,Mid,Next.js;Accessibility;CSS;Testing;HTML;JavaScript,TypeScript;React,,,4.3,1,high,0.76
R00396,Full-Stack Engineer,Intern,TypeScript;Docker;SQL,Node.js;Python,React,AWS;JavaScript,1.4,3,medium,0.62
R00397,Backend Software Engineer,Intern,C++;Docker;CI/CD,Go;Java,PostgreSQL,REST APIs;SQL;Python,0.0,4,medium,0.56
R00398,DevOps Engineer,Mid,Kubernetes;Docker;CI/CD;Terraform;Linux;Python,AWS,,,6.5,2,high,0.73
R00399,Embedded Software Engineer,Junior,Microcontrollers;Debugging;C;C++;RTOS,SPI;I2C,UART,,2.3,3,medium,0.7
R00400,Frontend Engineer,Intern,Accessibility;Next.js;JavaScript,HTML;React,CSS,Testing;TypeScript,0.1,5,medium,0.64
R00401,Systems Software Engineer,Mid,Profiling;Memory Management;Rust;C;Linux;C++,Concurrency,,,5.1,2,high,0.76
R00402,Data Engineer,Intern,SQL;Airflow;ETL,GCP;Python,Kafka,Spark;AWS,1.3,3,medium,0.59
R00403,Frontend Engineer,Intern,JavaScript;React;CSS,Next.js;TypeScript,Testing,HTML;Accessibility,1.0,2,medium,0.57
R00404,Site Reliability Engineer,Junior,Python;Kubernetes;Incident Response;Go;SLIs/SLOs,Linux;Observability,,,2.8,1,medium,0.7
