resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R00169,Backend Software Engineer Intern,Intern,Go;PostgreSQL;Caching;Auth,Kubernetes;CI/CD,SQL,Azure,0.3,2,high,0.67
R00170,Backend Software Engineer Intern,Intern,Python;REST APIs,API Gateway;Auth,GCP;Redis,Git;Terraform;Microservices;Linux,0.4,4,low,0.44
R00171,Full-Stack Engineer,New Grad,Spring Boot;System Design;REST APIs;Docker,Python;Git;React,Redis,Node.js;GraphQL,1.2,5,medium,0.58
R00172,Site Reliability Engineer,New Grad,Grafana;Tracing;Terraform;Observability,SLIs/SLOs;CI/CD;Incident Response,On-call,System Design;Kubernetes,1.9,6,medium,0.57
R00173,Data Analyst Intern,Intern,Excel;ETL;BigQuery,dbt;Dashboards,Python,Data Cleaning;Statistics,1.1,4,medium,0.59
R00174,Systems Software Engineer,New Grad,BPF/eBPF;perf;Debugging;C;Profiling,Networking;gdb;Concurrency,Rust,CI/CD,0.5,3,high,0.72
R00175,DevOps Engineer Intern,Intern,CI/CD;Prometheus;Terraform,Security;Monitoring,ArgoCD,Logging;Networking,1.1,4,medium,0.58
R00176,Security Analyst Intern,Intern,Burp Suite;Python;Vulnerability Scanning,CI/CD Security;OWASP,Cloud Security,SAST/DAST;AppSec Basics,0.0,5,medium,0.55
R00177,Full-Stack Engineer,Junior,System Design;Java;JavaScript;Redis,SQL;REST APIs;GraphQL,Spring Boot;Node.js;TypeScript,Django;AWS;React,3.8,4,low,0.48
R00178,Firmware Engineer,New Grad,Linux;RTOS;Drivers;UART,C++;CI/CD;Logic Analyzer,Git,Bootloaders,0.8,4,high,0.64
R00179,Machine Learning Engineer,New Grad,GCP;Docker;PyTorch;Feature Engineering;Python;MLflow,scikit-learn;TensorFlow;Experiment Tracking,AWS,Computer Vision,0.8,2,high,0.67
R00180,Full-Stack Engineer,Mid,AWS;System Design;Git;Django;Testing;Node.js,Python;Docker;Redis;Spring Boot,React;CI/CD,Next.js;Auth;GraphQL,3.0,2,medium,0.6
R00181,Site Reliability Engineer,Junior,Docker;Grafana;Terraform;SLIs/SLOs;Go,Incident Response;Tracing;Observability,Python;Prometheus,System Design;Kubernetes,2.3,1,medium,0.57
R00182,Application Security Engineer,Mid,Secure SDLC;Pen Testing;SAST/DAST;API Security;Linux;Threat Modeling,JavaScript;OWASP;Cloud Security;Python,KMS;CI/CD Security,Burp Suite;IAM;Code Review,3.6,0,medium,0.62
R00183,Full-Stack Engineer Intern,Intern,Git;Next.js;CI/CD,Django;GraphQL,Testing,REST APIs;PostgreSQL,0.7,5,medium,0.57
R00184,Full-Stack Engineer,New Grad,Docker;React;Next.js;Testing,GraphQL;Redis;Spring Boot,JavaScript,System Design;Auth,1.9,2,medium,0.59
R00185,Site Reliability Engineer,Junior,SLIs/SLOs;Docker;Tracing;Kubernetes,Go;System Design;Grafana,Linux;Terraform;On-call,Prometheus;Incident Response,4.0,3,low,0.49
R00186,Robotics Software Engineer Intern,Intern,Gazebo;Sensors;SLAM;Python;Linux,Simulation;C++,Git,Docker,0.4,2,high,0.7
R00187,Firmware Engineer,Mid,Bootloaders;Oscilloscope;I2C;Drivers;Microcontrollers,CI/CD;SPI;Git;C,Memory Management;Firmware;UART,RTOS;Logic Analyzer;Debugging;Linux,4.9,1,low,0.49
R00188,Machine Learning Engineer,Junior,AWS;PyTorch;Feature Engineering;CI/CD;Docker;TensorFlow,Model Evaluation;NLP;FastAPI,Model Serving;scikit-learn,Deployment,1.0,1,high,0.67
R00189,Systems Software Engineer,Junior,C++;BPF/eBPF;perf;Docker;Memory Management,gdb;Concurrency;Profiling,Linux;Rust,System Design;Networking,2.4,4,medium,0.62
R00190,Backend Software Engineer Intern,Intern,Go;Testing;AWS;System Design,Redis;API Gateway,Linux,MongoDB,1.0,5,high,0.64
R00191,Machine Learning Engineer Intern,Intern,FastAPI;Deployment;Model Evaluation,Weights & Biases;Python,Docker,AWS;PyTorch,0.8,3,medium,0.6
R00192,Backend Software Engineer Intern,Intern,MySQL;Terraform,SQL;Kubernetes,gRPC;Linux,Microservices;AWS;Caching;Git,1.2,2,low,0.43
R00193,Machine Learning Engineer Intern,Intern,Docker;Weights & Biases,AWS;GCP,Feature Engineering;Computer Vision,Deployment;scikit-learn;MLflow;TensorFlow,0.6,2,low,0.42
R00194,Security Analyst Intern,Intern,Python;CI/CD Security,AppSec Basics;OWASP,Threat Modeling;Cloud Security,Vulnerability Scanning;Burp Suite,0.5,5,low,0.44
R00195,Data Engineer Intern,Intern,GCP;Data Quality;Airflow,Data Modeling;Snowflake,CI/CD,Terraform;Docker,0.9,4,medium,0.55
R00196,Application Security Engineer,Junior,Burp Suite;KMS;Linux;Code Review;API Security,Cloud Security;Threat Modeling;JavaScript,CI/CD Security;Pen Testing,SAST/DAST;OWASP,2.9,2,medium,0.61
R00197,Systems Software Engineer,New Grad,Linux;Debugging;System Design;perf,CI/CD;Concurrency;C,Profiling,gdb;Networking,1.5,2,medium,0.56
R00198,Systems Software Engineer,New Grad,C++;Linux;Profiling,CI/CD;perf;Rust,C;BPF/eBPF,Memory Management;Concurrency;Docker;Debugging,2.6,5,low,0.43
R00199,DevOps Engineer Intern,Intern,Linux;Logging;Python,Bash;Terraform,Ansible,Prometheus;AWS,0.6,2,medium,0.52
R00200,Systems Software Engineer,Junior,C++;BPF/eBPF;Debugging;perf;System Design,Linux;Concurrency;Rust,Docker;gdb,Memory Management;CI/CD,1.6,4,medium,0.59
R00201,Robotics Software Engineer Intern,Intern,Perception;Docker;SLAM,Sensors;C++,Linux,Gazebo;Git,0.3,2,medium,0.54
R00202,Frontend Engineer,Junior,Next.js;JavaScript;Vue;Jest;Svelte,Testing;Web Performance;Git,Accessibility;Vite,Tailwind;HTML,2.0,2,medium,0.63
R00203,Full-Stack Engineer Intern,Intern,JavaScript;Auth;Git,SQL;React,Redis,Flask;Next.js,1.4,2,medium,0.53
R00204,Frontend Engineer Intern,Intern,Testing;Svelte;Accessibility,Next.js;Playwright,Tailwind,Vue;Web Performance,0.8,3,medium,0.56
R00205,Backend Software Engineer Intern,Intern,System Design;SQL,MySQL;Java,Redis;Go,Caching;Linux;REST APIs,1.1,5,low,0.44
R00206,Data Engineer Intern,Intern,GCP;Spark;Pipelines,CI/CD;Python,Terraform,BigQuery;Kafka,0.8,2,medium,0.54
R00207,Backend Software Engineer,Mid,Go;Docker;Auth;Python;Microservices,MongoDB;System Design;Git;Observability,gRPC;Redis;Testing,SQL;Message Queues;Terraform;API Gateway,3.5,2,low,0.5
R00208,Data Engineer Intern,Intern,AWS;Python,Terraform;Docker,Pipelines;dbt,ETL;CI/CD,1.0,4,low,0.45
R00209,Data Analyst Intern,Intern,Tableau;ETL;Excel,Python;SQL,Snowflake,Pandas;A/B Testing,0.9,2,medium,0.6
R00210,Firmware Engineer,Junior,Microcontrollers;C++;Oscilloscope;Memory Management;CI/CD,I2C;UART;Linux,Drivers;Bootloaders,RTOS;SPI,1.6,4,medium,0.57
R00211,Embedded Software Intern,Intern,SPI;RTOS;Unit Testing,C++;Microcontrollers,Interrupts,Memory;Debugging,0.9,3,medium,0.57
R00212,DevOps Engineer Intern,Intern,Ansible;CI/CD,Security;Python,Grafana;ArgoCD,Networking;AWS;Docker,0.5,5,low,0.5
R00213,Backend Software Engineer,New Grad,API Gateway;Java;Terraform;REST APIs;MongoDB;PostgreSQL,Python;Docker;CI/CD,Microservices,Kubernetes,2.0,4,high,0.71
R00214,Site Reliability Engineer,New Grad,CI/CD;Terraform;Tracing;Observability;System Design,Chaos Engineering;Python;Kubernetes,Grafana,Prometheus,1.6,3,high,0.67
R00215,Frontend Engineer Intern,Intern,Next.js;TypeScript,Webpack;React,Jest;Svelte,Web Performance;HTML;Testing,0.5,2,low,0.41
R00216,Security Analyst Intern,Intern,Networking;SAST/DAST,Burp Suite;OWASP,SIEM;Vulnerability Scanning,AppSec Basics;IAM;CI/CD Security,0.8,3,low,0.44
R00217,Robotics Software Engineer Intern,Intern,Sensors;OpenCV;Gazebo,Perception;Docker,CUDA,SLAM;Control Systems,1.2,5,medium,0.58
R00218,Security Analyst Intern,Intern,AppSec Basics;Networking;OWASP,Python;Burp Suite,SAST/DAST,SIEM;CI/CD Security,0.0,4,medium,0.57
R00219,Backend Software Engineer,Junior,PostgreSQL;C++;Redis;Terraform;MongoDB,Linux;Java;Microservices,Message Queues;Auth,MySQL;CI/CD,1.8,2,medium,0.62
R00220,Full-Stack Engineer,New Grad,JavaScript;Auth;PostgreSQL;React,Spring Boot;Redis;SQL,GraphQL,CI/CD;Node.js,1.4,6,medium,0.55
R00221,Backend Software Engineer,New Grad,CI/CD;MySQL;Testing,SQL;Microservices;Observability,Git;Auth,Docker;MongoDB;Kubernetes,1.5,2,low,0.51
R00222,Full-Stack Engineer Intern,Intern,System Design;Redis;React;Auth,Testing;Django,CI/CD,AWS,1.4,2,high,0.6
R00223,DevOps Engineer Intern,Intern,Kubernetes;Networking;Logging;Bash,Monitoring;AWS,Security,Grafana,1.5,3,high,0.64
R00224,Full-Stack Engineer,Junior,Node.js;Redis;SQL;Django;Java,GraphQL;Python;Spring Boot,JavaScript;Docker,PostgreSQL,3.4,5,high,0.66
R00225,Firmware Engineer,Mid,C;Firmware;UART;RTOS;Bootloaders,Microcontrollers;Drivers;Debugging;CI/CD,CAN Bus;C++;Linux,Memory Management;I2C;Logic Analyzer;SPI;Git,4.9,2,low,0.49
R00226,Systems Software Engineer,New Grad,BPF/eBPF;perf;Docker;Linux,Rust;Debugging;C++,gdb,Profiling;CI/CD,1.9,6,medium,0.53
R00227,Embedded Software Intern,Intern,I2C;Microcontrollers;Git,Debugging;Drivers,SPI,Memory;CAN Bus,1.2,5,medium,0.58
R00228,DevOps Engineer Intern,Intern,Docker;AWS;Security,CI/CD;Monitoring,Linux,Kubernetes,1.3,3,high,0.7
R00229,Machine Learning Engineer,New Grad,PyTorch;MLflow;Python,Experiment Tracking;scikit-learn;NLP,TensorFlow;Model Serving,Model Evaluation;GCP;Docker,0.8,5,low,0.5
R00230,Backend Software Engineer Intern,Intern,REST APIs;Testing,Caching;Docker,MySQL;C++,gRPC;Azure,0.2,5,low,0.39
R00231,Robotics Software Engineer Intern,Intern,Simulation;C++;Perception,OpenCV;Git,Control Systems,CUDA;Docker,0.6,3,medium,0.58
R00232,Backend Software Engineer,New Grad,Caching;Observability;AWS;Redis,Kubernetes;Java;Auth,Python,PostgreSQL;Microservices,2.1,6,medium,0.6
R00233,Security Analyst Intern,Intern,CI/CD Security;Python;Burp Suite,SAST/DAST;Cloud Security,AppSec Basics,SIEM;OWASP,0.9,5,medium,0.59
R00234,Full-Stack Engineer,Mid,Python;System Design;Next.js;React;Spring Boot,Docker;Redis;CI/CD;AWS,PostgreSQL;Java;Testing,Auth;SQL;Django;REST APIs;GraphQL,4.7,0,low,0.52
R00235,Application Security Engineer,Junior,JavaScript;Code Review;Linux;Cloud Security;API Security;Burp Suite;Pen Testing,OWASP;SAST/DAST;Python,IAM;Secure SDLC,CI/CD Security,2.8,5,high,0.64
R00236,Machine Learning Engineer Intern,Intern,Model Evaluation;Feature Engineering;NLP,TensorFlow;Deployment,scikit-learn,Computer Vision;Docker,0.4,2,medium,0.57
R00237,Systems Software Engineer,Mid,Docker;Concurrency;C;CI/CD;Networking;BPF/eBPF,Profiling;gdb;System Design;Debugging,perf;Memory Management,C++;Rust;Linux,4.7,2,medium,0.65
R00238,Embedded Software Intern,Intern,Logic Analyzer;UART;Oscilloscope,CAN Bus;Firmware,C++,RTOS;Memory,0.4,3,medium,0.58
R00239,Backend Software Engineer,Junior,PostgreSQL;MySQL;Java;Redis,Go;AWS;Message Queues,Observability;REST APIs;System Design,MongoDB;gRPC,2.1,2,low,0.52
R00240,Application Security Engineer,New Grad,Linux;CI/CD Security;SAST/DAST;API Security;IAM;Secure SDLC,Burp Suite;OWASP;KMS,Code Review,Threat Modeling,1.2,5,high,0.65
R00241,Frontend Engineer Intern,Intern,CSS;Playwright;HTML,State Management;Tailwind,Testing,Git;Vue,0.7,3,medium,0.57
R00242,Backend Software Engineer Intern,Intern,Redis;MongoDB;Azure,Microservices;Testing,C++,REST APIs;API Gateway,1.1,2,medium,0.58
R00243,Systems Software Engineer,Mid,CI/CD;System Design;Memory Management;Docker;C++;C,perf;Debugging;Profiling;gdb,Rust;Networking,Linux;BPF/eBPF;Concurrency,4.7,4,medium,0.62
R00244,Frontend Engineer Intern,Intern,Accessibility;Web Performance;HTML,Vue;State Management,TypeScript,Git;Testing,0.8,4,medium,0.59
R00245,Systems Software Engineer,Junior,Networking;Memory Management;CI/CD;perf;C,Docker;Concurrency;Debugging,C++;Rust,gdb;System Design,2.3,3,medium,0.55
R00246,Firmware Engineer,Junior,RTOS;Linux;SPI;Bootloaders;Git;Logic Analyzer,Memory Management;Microcontrollers;Debugging,Oscilloscope;Firmware,Drivers,3.5,2,high,0.62
R00247,Data Engineer Intern,Intern,GCP;Pipelines;Data Quality,Kafka;Data Modeling,Docker,Spark;AWS,0.7,4,medium,0.61
R00248,Frontend Engineer Intern,Intern,Webpack;Web Performance;CI/CD,TypeScript;Vue,Tailwind,Jest;HTML,1.0,5,medium,0.58
R00249,DevOps Engineer Intern,Intern,AWS;Grafana;Python;Kubernetes,Monitoring;Ansible,Security,Logging,1.8,3,high,0.6
R00250,Backend Software Engineer,New Grad,Message Queues;Testing;Observability;Go,PostgreSQL;Terraform;Auth,MySQL,REST APIs;MongoDB,1.4,3,medium,0.56
R00251,Security Analyst Intern,Intern,Python;Vulnerability Scanning;Burp Suite,Networking;Linux,SIEM,OWASP;Threat Modeling,1.2,4,medium,0.57
R00252,Data Engineer Intern,Intern,BigQuery;Data Quality,Airflow;SQL,AWS;Terraform,ETL;Spark;Data Modeling;Snowflake,1.1,2,low,0.44
R00253,Full-Stack Engineer Intern,Intern,Next.js;System Design;JavaScript,SQL;GraphQL,Django,CI/CD;AWS,1.2,3,medium,0.55
R00254,Backend Software Engineer Intern,Intern,System Design;CI/CD;MongoDB,Azure;Terraform,AWS,GCP;Auth,1.1,2,medium,0.59
R00255,Frontend Engineer,Junior,Vite;Accessibility;Tailwind;Vue,CSS;CI/CD;Git,Svelte;Design Systems;HTML,React;Testing,2.2,4,low,0.46
R00256,Frontend Engineer,Junior,Webpack;Next.js;Web Performance;Jest;Playwright,Accessibility;Vue;Testing,Tailwind;Vite,HTML;Design Systems,2.1,1,medium,0.58
R00257,DevOps Engineer Intern,Intern,Security;AWS;Docker,Linux;Ansible,Bash,Grafana;Terraform,1.4,3,medium,0.57
R00258,Security Analyst Intern,Intern,Cloud Security;Threat Modeling,Burp Suite;Vulnerability Scanning,IAM;Python,SIEM;Networking;CI/CD Security,1.3,2,low,0.48
R00259,Backend Software Engineer,Mid,C++;Observability;Java;Python;SQL;Kubernetes,REST APIs;Auth;Message Queues;AWS,System Design;MongoDB,MySQL;CI/CD;Testing,3.9,0,medium,0.57
R00260,Embedded Software Intern,Intern,Linux;Oscilloscope,I2C;C++,Git;SPI,CAN Bus;Unit Testing;Logic Analyzer;Memory,0.1,4,low,0.5
R00261,Security Analyst Intern,Intern,SIEM;Python;Cloud Security;OWASP,CI/CD Security;SAST/DAST,Burp Suite,Threat Modeling,0.8,5,high,0.63
R00262,Site Reliability Engineer,New Grad,Incident Response;System Design;Terraform;Observability,Prometheus;Tracing;Grafana,SLIs/SLOs,Kubernetes;On-call,1.0,6,medium,0.62
R00263,Security Analyst Intern,Intern,Python;Cloud Security;OWASP,CI/CD Security;SIEM,Linux,Networking;SAST/DAST,0.7,2,medium,0.54
R00264,Frontend Engineer Intern,Intern,Webpack;CSS;Vite,CI/CD;Playwright,JavaScript,Jest,0.7,4,high,0.67
R00265,Frontend Engineer Intern,Intern,Design Systems;State Management;Next.js,Jest;JavaScript,CI/CD,CSS;Svelte,1.0,5,medium,0.53
R00266,Backend Software Engineer,Junior,API Gateway;Docker;MySQL;Kubernetes,Testing;Message Queues;Microservices,SQL;CI/CD;gRPC,Caching;REST APIs;Auth,3.5,5,low,0.51
R00267,Security Analyst Intern,Intern,SAST/DAST;Cloud Security;Threat Modeling,Python;AppSec Basics,OWASP,Networking;CI/CD Security,0.6,2,medium,0.59
R00268,Robotics Software Engineer Intern,Intern,Simulation;ROS;Docker,Gazebo;Python,Control Systems,SLAM;OpenCV,0.9,3,medium,0.55
R00269,Data Analyst Intern,Intern,Python;dbt,Data Cleaning;SQL,Pandas;Excel,ETL;Tableau;Snowflake,1.1,3,low,0.44
R00270,Application Security Engineer,New Grad,CI/CD Security;API Security;SAST/DAST;IAM,Linux;Cloud Security;Pen Testing,Code Review,Burp Suite;Threat Modeling,1.2,5,medium,0.58
R00271,Embedded Software Intern,Intern,Firmware;CAN Bus;Memory,SPI;Debugging,C++,Linux;UART,0.1,3,medium,0.62
R00272,DevOps Engineer Intern,Intern,Terraform;Docker;Ansible,Prometheus;ArgoCD,Logging,CI/CD;Kubernetes,1.3,4,medium,0.54
R00273,Full-Stack Engineer Intern,Intern,Testing;PostgreSQL;CI/CD,Docker;SQL,Python,System Design,0.3,4,high,0.58
R00274,Backend Software Engineer Intern,Intern,MySQL;MongoDB;Git,PostgreSQL;Microservices,Testing,CI/CD;API Gateway,1.1,2,medium,0.56
R00275,Backend Software Engineer,Junior,C++;CI/CD;Terraform;Git;Docker,MongoDB;Kubernetes;Caching,System Design;Java,MySQL;Redis,2.5,4,medium,0.58
R00276,Machine Learning Engineer,Junior,Python;Experiment Tracking;scikit-learn;Model Serving,CI/CD;MLflow;Model Evaluation,Feature Engineering;PyTorch;GCP,TensorFlow;Computer Vision,1.8,3,low,0.51
R00277,Data Analyst Intern,Intern,Tableau;ETL;Dashboards,Python;Data Cleaning,Git,Excel;Snowflake,1.2,3,medium,0.6
R00278,Robotics Software Engineer Intern,Intern,Control Systems;Simulation;Docker,ROS;C++,OpenCV,Linux;SLAM,1.3,2,medium,0.61
R00279,Backend Software Engineer,Junior,Docker;Microservices;Go;Testing;Linux,System Design;CI/CD;MongoDB,REST APIs;Java,Kubernetes;MySQL,2.9,5,medium,0.57
R00280,Application Security Engineer,New Grad,Burp Suite;Secure SDLC;CI/CD Security;Cloud Security,Threat Modeling;OWASP;API Security,Linux,IAM;KMS,0.9,3,medium,0.59
R00281,Frontend Engineer,Junior,CSS;TypeScript;State Management;Git;Next.js,Web Performance;HTML;CI/CD,JavaScript;Jest,Design Systems;Vue,3.5,5,medium,0.56
R00282,Firmware Engineer,Junior,Memory Management;Git;Microcontrollers;C++;Linux,CI/CD;Bootloaders;Logic Analyzer,CAN Bus;Oscilloscope,Firmware;I2C,1.7,2,medium,0.59
R00283,Data Analyst Intern,Intern,ETL;Git;Tableau,SQL;Dashboards,A/B Testing,dbt,0.7,5,high,0.65
R00284,Frontend Engineer Intern,Intern,Accessibility;CI/CD,Design Systems;Webpack,Vue;CSS,HTML;Git;Web Performance,1.0,2,low,0.48
R00285,Frontend Engineer,Junior,TypeScript;React;Testing;Webpack;Next.js,CSS;Vite;Design Systems,Playwright;Vue,CI/CD;HTML,1.4,5,medium,0.55
R00286,Site Reliability Engineer,New Grad,Grafana;Tracing;Chaos Engineering;SLIs/SLOs;Kubernetes,Terraform;Go;Observability,CI/CD,Prometheus,1.7,3,high,0.67
R00287,Robotics Software Engineer Intern,Intern,Perception;Sensors;Docker,Simulation;Control Systems,ROS,SLAM,1.0,5,high,0.65
R00288,Application Security Engineer,New Grad,Burp Suite;Cloud Security;API Security,Python;IAM;SAST/DAST,Linux;CI/CD Security,Code Review;KMS;Secure SDLC,1.1,2,low,0.46
R00289,Frontend Engineer,New Grad,Next.js;Web Performance;React;HTML,Design Systems;Testing;Jest,Playwright,Svelte;Vite,1.9,3,medium,0.57
R00290,Full-Stack Engineer Intern,Intern,Next.js;JavaScript;Auth,SQL;GraphQL,Django,Flask;Node.js,0.7,5,medium,0.58
R00291,DevOps Engineer Intern,Intern,Security;Kubernetes;Ansible,AWS;CI/CD,Terraform,Logging;Prometheus,0.5,4,medium,0.6
R00292,Full-Stack Engineer,Junior,Spring Boot;Python;Redis;JavaScript,GraphQL;TypeScript;CI/CD,React;Java;Auth,Next.js;PostgreSQL;Git,2.2,5,low,0.54
R00293,Robotics Software Engineer Intern,Intern,Control Systems;SLAM;Sensors,Linux;Simulation,OpenCV,Git;ROS,1.3,3,medium,0.54
R00294,Application Security Engineer,New Grad,Burp Suite;Linux;Cloud Security;IAM,OWASP;API Security;Pen Testing,Code Review,Secure SDLC;CI/CD Security,1.8,6,medium,0.58
R00295,Security Analyst Intern,Intern,Networking;Vulnerability Scanning;Threat Modeling,Python;AppSec Basics,IAM,CI/CD Security,1.6,3,high,0.66
R00296,Security Analyst Intern,Intern,CI/CD Security;Burp Suite;Cloud Security,Networking;SAST/DAST,AppSec Basics,OWASP,1.0,4,high,0.64
R00297,Systems Software Engineer,New Grad,Docker;Linux;Debugging;Memory Management,Profiling;CI/CD;BPF/eBPF,Rust,Concurrency;gdb,1.8,5,medium,0.55
R00298,Application Security Engineer,Mid,OWASP;Linux;CI/CD Security;Cloud Security;Secure SDLC;API Security,JavaScript;Code Review;KMS;Threat Modeling,Burp Suite;IAM,Pen Testing;SAST/DAST;Python,4.7,2,medium,0.63
R00299,Data Analyst Intern,Intern,SQL;Tableau;A/B Testing,dbt;Excel,BigQuery,Git;Data Cleaning,0.7,3,medium,0.54
R00300,Full-Stack Engineer Intern,Intern,SQL;Python,Flask;AWS,TypeScript;Django,Auth;CI/CD,0.9,5,low,0.48
R00301,Data Engineer Intern,Intern,dbt;AWS;Terraform;Data Modeling,Docker;BigQuery,CI/CD,Pipelines,0.3,3,high,0.62
R00302,Systems Software Engineer,New Grad,CI/CD;Rust;System Design,C++;Linux;Debugging,BPF/eBPF;gdb,perf;Profiling;Docker;Memory Management,1.8,6,low,0.53
R00303,Robotics Software Engineer Intern,Intern,Control Systems;C++;Docker;Gazebo;SLAM,Perception;Linux,Python,Simulation,1.5,5,high,0.63
R00304,Firmware Engineer,Junior,Oscilloscope;SPI;Firmware;Debugging;CAN Bus,RTOS;C++;I2C,C;UART,Bootloaders;Git,2.6,1,medium,0.54
R00305,Data Analyst Intern,Intern,Statistics;Git,Power BI;BigQuery,A/B Testing;Tableau,Snowflake;ETL,0.9,2,low,0.45
R00306,Full-Stack Engineer Intern,Intern,Redis;Testing;REST APIs,Docker;Django,Auth,Node.js;Flask,0.6,5,medium,0.55
R00307,Security Analyst Intern,Intern,SAST/DAST;CI/CD Security,AppSec Basics;OWASP,SIEM;Vulnerability Scanning,Threat Modeling;Cloud Security;Burp Suite,0.5,4,low,0.44
R00308,Data Analyst Intern,Intern,Tableau;Statistics;Git,SQL;Python,BigQuery,Excel;Power BI,1.1,2,medium,0.51
R00309,Frontend Engineer Intern,Intern,Git;Webpack,Web Performance;TypeScript,Playwright;Testing,Accessibility;Svelte;CI/CD;Vite,0.9,2,low,0.47
R00310,Application Security Engineer,New Grad,Burp Suite;Python;Secure SDLC,Threat Modeling;CI/CD Security;JavaScript,Pen Testing;Cloud Security,SAST/DAST;IAM;OWASP,0.8,3,low,0.45
R00311,Systems Software Engineer,New Grad,gdb;CI/CD;Debugging,BPF/eBPF;Concurrency;perf,Linux;System Design,Memory Management;Networking;Profiling,2.3,2,low,0.48
R00312,Backend Software Engineer Intern,Intern,Docker;REST APIs;gRPC,C++;Azure,Microservices,System Design;MySQL,0.7,2,medium,0.57
R00313,Systems Software Engineer,Junior,Docker;System Design;C;Profiling;C++;Networking;BPF/eBPF,perf;gdb;Linux,Memory Management;Debugging,Concurrency,2.6,4,high,0.6
R00314,Firmware Engineer,Junior,Memory Management;Microcontrollers;I2C;Debugging,Firmware;CI/CD;SPI,C;Git;Logic Analyzer,RTOS;UART;Oscilloscope;Drivers,2.8,1,low,0.47
